theta,mu
0.0,0.0010290990561753303
0.02506265664160401,0.0016383319379039815
0.05012531328320802,0.00024550314586217927
0.07518796992481203,0.000162729498180644
0.22556390977443608,0.00229991107126538
0.3007518796992481,0.0012971114672265078
0.3508771929824561,0.0026790127792050956
0.42606516290726815,0.0018004860845140047
0.5012531328320802,0.0027323918514916643
0.5513784461152882,0.00038303299305332257
0.6015037593984962,0.0023196217455937946
0.7017543859649122,0.001181382669030815
0.7769423558897243,0.00037938678408677934
0.8020050125313283,0.0028411505828882687
0.8270676691729323,7.100001933568994e-05
0.8521303258145363,0.0011871742430222677
0.9022556390977443,0.0015836197095682237
0.9774436090225563,0.0012582515796089949
1.0526315789473684,0.0002119256239780548
1.0776942355889725,0.0015834827132999304
1.1027568922305764,0.0031967356524764327
1.1528822055137844,0.0036775451667383427
1.1779448621553885,0.003738372457077805
1.2030075187969924,0.001994312236207264
1.2531328320802004,0.003694815089736464
1.3283208020050123,0.00232282134515138
1.4035087719298245,0.00263792312647261
1.4536340852130325,0.0027742304411134977
1.4786967418546366,0.0004943162003141863
1.5288220551378444,0.0027435376470556576
1.5538847117794485,0.00017268735389219702
1.5789473684210527,0.000771849196039661
1.6040100250626566,0.003182331882763235
1.6290726817042605,0.0009389398815060941
1.6541353383458646,0.0007199162671519039
1.6791979949874687,0.0028328859111431213
1.7042606516290726,0.0007470474633468309
1.7543859649122806,0.0002987713520392475
1.7794486215538847,0.001870128463262814
1.8045112781954886,0.004311586416062365
1.8295739348370925,0.0014162850167752828
1.8546365914786966,0.00357459026024613
1.9047619047619047,0.003803250858823965
1.9298245614035086,0.00396344659754162
1.9548872180451127,0.00446316026382382
1.9799498746867168,0.003339395437727258
2.0050125313283207,0.0030499255930035054
2.0300751879699246,0.004338266505804729
2.0551378446115285,0.004314193615057215
2.080200501253133,0.00191642297510919
2.1052631578947367,0.0005026774687187213
2.1303258145363406,0.0005491465983280767
2.155388471177945,0.003194070534696636
2.180451127819549,0.0020938958082950604
2.2055137844611528,0.00314010303686405
2.2305764411027567,0.004600823163297625
2.2556390977443606,0.003448148252955231
2.280701754385965,0.0041972602717966715
2.305764411027569,0.003648437554861869
2.3308270676691727,0.002295935238530633
2.355889724310777,0.004933080705269937
2.380952380952381,0.0027414771744622706
2.406015037593985,0.0024938480898190215
2.4310776942355887,0.0017096476601112288
2.4561403508771926,0.00383346425490779
2.481203007518797,0.0034418516753029565
2.506265664160401,0.0005145461967960079
2.5313283208020048,0.0005155192569664441
2.556390977443609,0.003250869995441026
2.581453634085213,0.001766205803190401
2.606516290726817,0.002840883987868342
2.631578947368421,0.0030577931888872423
2.6566416040100247,0.0026900171232447337
2.681704260651629,0.0035655876845640177
2.706766917293233,0.0046327127929238565
2.731829573934837,0.0003111987307782943
2.756892230576441,0.003972026957599054
2.781954887218045,0.003211527720136877
2.807017543859649,0.0018418477601224062
2.832080200501253,0.002620047191213024
