iteration,target
269,25.09029004768172
270,25.090343074056126
271,25.091284497911595
272,25.091328965911547
273,25.09227219926811
274,25.092307485844465
275,25.093257582100712
276,25.09329062518146
277,25.094245862849675
278,25.094277978491625
279,25.095236968233856
280,25.095267456614003
281,25.09622769099838
282,25.096253581234357
283,25.097208703568402
284,25.09722447992475
285,25.098180905173425
286,25.09819835011899
287,25.099157239230863
288,25.099172559817816
289,25.100133804754016
290,25.100147118697805
291,25.101110776249243
292,25.10105747147917
293,25.101867974442257
294,25.101808812889203
295,25.102612982407443
296,25.102416270664662
297,25.103204591789563
298,25.10300044021643
299,25.103789351859866
300,25.103582653025814
301,25.104381094734663
302,25.104405474173294
303,25.10502189454429
304,25.105003615078658
305,25.105662212983823
306,25.105609785591703
307,25.106294615244234
308,25.10621997454291
309,25.1069254226054
310,25.106834267602153
311,25.107555352733943
312,25.10745097682299
313,25.108183572942615
314,25.108070000042062
315,25.10881187439373
316,25.108692458135014
317,25.109451730792433
318,25.10931703392522
319,25.11008113163212
320,25.109942224250755
321,25.1107206004965
322,25.11056986235487
323,25.111353055676993
324,25.111199391912123
325,25.111992563967544
326,25.111828742203215
327,25.11262340029635
328,25.112457636244237
329,25.11325613941495
330,25.113089031960044
331,25.113890335425133
332,25.113719896526174
333,25.114523551172844
334,25.114352848395136
335,25.115158762807816
336,25.114989139518922
337,25.115804818055942
338,25.11647568525951
339,25.116700869116364
340,25.11726351194398
341,25.117584797228346
342,25.118082427898578
343,25.118475033187007
344,25.118928634783515
345,25.119344550582575
346,25.119778518256464
347,25.120241025791767
348,25.120656713666456
349,25.121113527835178
350,25.12153377480671
351,25.12199146463331
352,25.122417812635604
353,25.122866636394736
354,25.123128018506577
355,25.123515083504564
356,25.123790293898995
357,25.12416766207706
358,25.124448155583867
359,25.124819396582325
360,25.125108775551112
361,25.125474810191925
362,25.12577077728655
363,25.126133551458445
364,25.126434567793922
365,25.1267963580915
366,25.127102227011612
367,25.1274616320725
368,25.127771705235325
369,25.128128696936763
370,25.128437325738552
371,25.12879302173883
372,25.1290995237132
373,25.12948150839202
374,25.12973188565048
375,25.129975948519576
376,25.13020586378685
377,25.13046028514259
378,25.13068193187474
379,25.130943530734832
380,25.131157935212734
381,25.131427119731597
382,25.131633283099283
383,25.131910767343257
384,25.132108586630004
385,25.13239995805565
386,25.132589454565515
387,25.1328824029556
388,25.13306974387934
389,25.13336224956698
390,25.13354844112269
391,25.133843373128006
392,25.134024889935063
393,25.134323773323334
394,25.134504647166967
395,25.134829027495698
396,25.135102156129953
397,25.135340501849885
398,25.135603347527187
399,25.135858965923266
400,25.136097727294327
401,25.13636178077967
402,25.13659606553848
403,25.13686507228589
404,25.137094882574047
405,25.137368865794095
406,25.137594767277967
407,25.13786852481804
408,25.138093051581798
409,25.138369067817386
410,25.13859345979995
411,25.1388706666462
412,25.13909620202708
413,25.13937425144877
414,25.13960021631964
415,25.139877958000163
416,25.14011138979391
417,25.140418510026166
418,25.140631534960892
419,25.140872363147302
420,25.140972188122987
421,25.14121763671325
422,25.14132512337187
423,25.141563787040923
424,25.141677910058668
425,25.14191129962728
426,25.142030912208384
427,25.14226014947258
428,25.1423834079294
429,25.142607013605137
430,25.142735965297334
431,25.142987539177966
432,25.14309638812506
433,25.143339533791053
434,25.143455708230704
435,25.143693112820532
436,25.143813361771446
437,25.144045902510232
438,25.14417016481343
439,25.144400057862192
440,25.144527042394884
441,25.144755402389144
442,25.144884380681788
443,25.14511338550825
444,25.14524346561644
445,25.145470917926787
446,25.145601826774737
447,25.1458296861124
448,25.145961035804266
449,25.14618959625477
450,25.146321154227962
451,25.14655061049462
452,25.146682239329493
453,25.1469127083019
454,25.14704433779889
455,25.14727587924177
456,25.14740748697294
457,25.147640120118922
458,25.147771716917532
459,25.148005433159604
460,25.14813705223787
461,25.148371824657275
462,25.148503513527213
463,25.148740206582495
464,25.14887250983202
465,25.149108941649963
466,25.149241041411642
467,25.14947890346116
468,25.14961074601
469,25.149850887944233
470,25.14997592347413
471,25.150219484530226
472,25.15034530352433
473,25.150608379969533
474,25.150720478673513
475,25.150980331260598
476,25.151097829735363
477,25.151360711475718
478,25.15147625101031
479,25.151747140977694
480,25.15191003559585
481,25.152135141265042
482,25.152294556832892
483,25.152524596683413
484,25.152681690209423
485,25.152914983143553
486,25.153071131733647
487,25.15330474621055
488,25.153461548617088
489,25.153701338572098
490,25.15385457928052
491,25.15406060528563
492,25.154110434535816
493,25.154310852978586
494,25.154363240297464
495,25.154560803150837
496,25.154616331465824
497,25.154811484771237
498,25.154869666975163
499,25.155061609063768
500,25.15512371113733
501,25.155314789499478
502,25.15537748586734
503,25.15556607506893
504,25.15563185908195
505,25.155818004271396
506,25.155886748485962
507,25.15607059535205
508,25.156142079546044
509,25.156323577450166
510,25.15639754995822
511,25.15657719999968
512,25.15665350978907
513,25.156831527093118
514,25.15690996041735
515,25.157086559136122
516,25.15716691392571
517,25.157342296075058
518,25.157424385733304
519,25.15759873664046
520,25.157682392345798
521,25.157855889390476
522,25.157941585651997
523,25.158113642152323
524,25.15820208424749
525,25.15840794428346
526,25.158469543064932
527,25.15866936289809
528,25.158735236222583
529,25.158930463960132
530,25.159001178632714
531,25.159191378993
532,25.159265713990408
533,25.159451945507044
534,25.159529635698153
535,25.15971348662356
536,25.159796749853747
537,25.160008881704243
538,25.160069825331682
539,25.16027557325129
540,25.160343062577574
541,25.1605433027919
542,25.160615978382566
543,25.160812401219346
544,25.160889125994352
545,25.16108268676611
546,25.161163073928257
547,25.16135533574471
548,25.161437050298208
549,25.16162737141258
550,25.16171367839662
551,25.161931631837895
552,25.16200068927698
553,25.16220854936795
554,25.16228291709401
555,25.162487197642577
556,25.162565757456385
557,25.162768064930336
558,25.16284852259264
559,25.163048931533012
560,25.16313186683555
561,25.16333087109161
562,25.163419993720716
563,25.163636411710502
564,25.163710300057566
565,25.16392292581599
566,25.164000844980364
567,25.164211091204155
568,25.16428790552778
569,25.16441787271424
570,25.164460010608995
571,25.16459429521456
572,25.164630838744657
573,25.164768848650276
574,25.164805261754516
575,25.164968300452067
576,25.16498105936217
577,25.165144629849692
578,25.165157199626485
579,25.165321593709685
580,25.16533379068005
581,25.16551723451107
582,25.165512780389236
583,25.165695158506207
584,25.16569196458181
585,25.165873946176365
586,25.165871326320932
587,25.166053343114974
588,25.166050925132588
589,25.166233228105057
590,25.166232640661057
591,25.1664218102851
592,25.166414378240916
593,25.166603114288826
594,25.16659663297014
595,25.166785393755628
596,25.166778899687873
597,25.16696723085783
598,25.166961537529467
599,25.167149433986662
600,25.167144529700856
601,25.167332001899013
602,25.16732787159026
603,25.167514941622585
604,25.16751165519804
605,25.167698286568346
606,25.16769558899591
607,25.16788220529883
608,25.167880091460113
609,25.168065206326446
610,25.168063764373077
611,25.16825855344564
612,25.16824942392782
613,25.168442804878186
614,25.16843544878248
615,25.168627555504376
616,25.16862179896816
617,25.168812744427672
618,25.16880847456082
619,25.168998365893003
620,25.16899547819139
621,25.16918446141518
622,25.16918186052931
623,25.169371155724775
624,25.16936313048246
625,25.169553788486382
626,25.16954699632106
627,25.169736871609995
628,25.16973122796163
629,25.169922536454123
630,25.169961795027568
631,25.17011108333053
632,25.170147103724275
633,25.17030053338159
634,25.170334273414714
635,25.170489997649156
636,25.1705226464751
637,25.17067955281663
638,25.1707118819129
639,25.170869295097184
640,25.17090322901436
641,25.1710655497293
642,25.171094780236672
643,25.171256222564352
644,25.171286927724616
645,25.171447182147862
646,25.17147900530881
647,25.17163817898496
648,25.171671533880737
649,25.171829631082346
650,25.171864364310533
651,25.172020864604512
652,25.17205682424901
653,25.172212776628157
654,25.17225051619356
655,25.172404975931848
656,25.172443590646033
657,25.172597758585205
658,25.172637049883853
659,25.17279107667423
660,25.172830920042763
661,25.172984907050935
662,25.173025223846707
663,25.173179231552695
664,25.173218926322086
665,25.17337242392615
666,25.173412414087807
667,25.17356611853802
668,25.17360723269121
669,25.173766131305683
670,25.173802695650927
671,25.173960963328216
672,25.173998703472314
673,25.17415637917383
674,25.174195240008657
675,25.174351865708104
676,25.17439169048771
677,25.174547660752978
678,25.174587898898153
679,25.174743655434895
680,25.174784670934972
681,25.174940186089987
682,25.174981901590407
683,25.17513724540504
684,25.1751796016838
685,25.1753337519824
686,25.175374993696558
687,25.175529544634863
688,25.175571044894006
689,25.175725384061028
690,25.175767403840382
691,25.175921758903996
692,25.175964275191056
693,25.176119410931285
694,25.176164945913786
695,25.17631713535935
696,25.176362369002618
697,25.176515524158507
698,25.176560323043997
699,25.176714466874284
700,25.176758829749147
701,25.176913964945015
702,25.176956420808665
703,25.177113055577824
704,25.17715406973707
705,25.17731167599687
706,25.17735256182732
707,25.177510795636852
708,25.177551632817085
709,25.17771040989829
710,25.177751268861357
711,25.1778708326583
712,25.177844355478328
713,25.177977731703777
714,25.1779513027891
715,25.1780843190486
716,25.178058225983705
717,25.178190985770705
718,25.178165260254218
719,25.178297790764866
720,25.178272428894623
721,25.178404747344086
722,25.17837973761653
723,25.178511859695625
724,25.178487188903084
725,25.17861912976763
726,25.17859443465887
727,25.178724464355575
728,25.178699640263396
729,25.178829617249903
730,25.178805009812315
731,25.178934935447163
732,25.178910529305316
733,25.1790404093092
734,25.179016197686906
735,25.1791460374941
736,25.17912201638115
737,25.179251820440868
738,25.179227987003973
739,25.179357758975588
740,25.1793341110249
741,25.179464803276694
742,25.17944315815317
743,25.179571138636895
744,25.179549154666354
745,25.179677747731148
746,25.17965530662832
747,25.179784548618727
748,25.179761621924172
749,25.17989151124948
750,25.17986811064293
751,25.179998623801115
752,25.179974779232687
753,25.180105733431894
754,25.18008099654253
755,25.180212614329996
756,25.180187482375924
757,25.180319648871553
758,25.180294150940643
759,25.180426831451776
760,25.180401003781533
761,25.180534162208694
762,25.18050804209611
763,25.180641642728908
764,25.180615266428948
765,25.180749275004935
766,25.180722676919466
767,25.18085706113424
768,25.1808302735135
769,25.180965343359958
770,25.180941296244328
771,25.1810737125295
772,25.181048955578717
773,25.181182359597642
774,25.18115680506435
775,25.181291197751527
776,25.18126485100425
777,25.18140019727115
778,25.181373101602503
779,25.181509347835117
780,25.181481561483455
781,25.181618646663985
782,25.181590232400822
783,25.18172811038948
784,25.18169853373297
785,25.181836672154084
786,25.1818064837612
787,25.181945396666386
788,25.18191466683993
789,25.18205426980922
790,25.18202306309626
791,25.182163292041885
792,25.182131666393396
793,25.18227246678771
794,25.182240474230866
795,25.182381797624195
796,25.182349485260836
797,25.18249128784486
798,25.182459197434135
799,25.182627412315696
800,25.18257157707399
801,25.18273797138908
802,25.18268415482226
803,25.182849103036233
804,25.182796788142912
805,25.182960607748104
806,25.182909502648954
807,25.18307240790272
808,25.183022331357964
809,25.183184669194144
810,25.183135644547285
811,25.18329694136377
812,25.18324857518383
813,25.183409504106983
814,25.183361658132764
815,25.18352237765338
816,25.183474934574868
817,25.183635178624616
818,25.183588049557788
819,25.183748200303846
820,25.183701373260654
821,25.183861429832863
822,25.183814897342707
823,25.18397486499702
824,25.183928620969475
825,25.184088506176067
826,25.184042545020027
827,25.184202354276294
828,25.184158155363548
829,25.18433826198543
830,25.184275069101208
831,25.1844534898912
832,25.18439220520576
833,25.184569315956654
834,25.184509417372286
835,25.1846857749615
836,25.184628657980056
837,25.18480243228555
838,25.18474551490409
839,25.184918676513014
840,25.18486198501342
841,25.1850352655813
842,25.18497866011512
843,25.185152106258563
844,25.185095548182296
845,25.185269178218043
846,25.18521265781328
847,25.185386473677227
848,25.185329994721094
849,25.185503989919198
850,25.185447562347694
851,25.185621726532652
852,25.185565362788783
853,25.18573968422765
854,25.185683397420238
855,25.185857864269796
856,25.185801667261785
857,25.185976268196107
858,25.18592017317656
859,25.186094897669367
860,25.186038915978095
861,25.186213754400796
862,25.186157896481056
863,25.18633665089238
864,25.186294871810336
865,25.18645779260145
866,25.18641477027587
867,25.186578640565592
868,25.18653481226444
869,25.186699210891895
870,25.186655467965004
871,25.186819917301364
872,25.18677645350681
873,25.186940803478585
874,25.186897705862755
875,25.18706266022582
876,25.18702114895472
877,25.187183975439204
878,25.18714233839933
879,25.187304577455514
880,25.187252171896954
881,25.187368634722816
882,25.18730621946816
883,25.18742449015189
884,25.187359620949792
885,25.1874800823266
886,25.18741299581825
887,25.18753565038378
888,25.187466495528945
889,25.187590917323863
890,25.187519676671393
891,25.187646181491345
892,25.187572960006264
893,25.187701440882172
894,25.18762633116966
895,25.18775669712887
896,25.1876797853688
897,25.18781195248107
898,25.187733320286487
899,25.187867209187733
900,25.187786934314325
901,25.187922469378695
902,25.187840626092346
903,25.18797773506345
904,25.187894394380017
905,25.188033008150796
906,25.18794823801591
907,25.188088290458843
908,25.188002155904325
909,25.188143583725832
910,25.18805614700363
911,25.188198889618434
912,25.18811021032616
913,25.188254209736435
914,25.18816434493374
915,25.188309545616455
916,25.188218549935304
917,25.188364898735934
918,25.188272824483867
919,25.1884202705171
920,25.188327167777516
921,25.188475662327846
922,25.188381579055424
923,25.188531075487397
924,25.188436057597528
925,25.188586511266525
926,25.18849060272214
927,25.188641970890785
928,25.18854521378671
929,25.188697455542304
930,25.188599890183013
931,25.188752966362244
932,25.188654631340572
933,25.18880850445339
934,25.18870943672005
935,25.18886407088121
936,25.188764305816676
937,25.188919666675464
938,25.1888192381573
939,25.188975335673376
940,25.188875250276624
941,25.189031082844622
942,25.188930169887733
943,25.189086944000337
944,25.18898513429145
945,25.189142860614538
946,25.189040157226366
947,25.189198815540976
948,25.189095245057608
949,25.18925480327743
950,25.189150400458864
951,25.189310822252086
952,25.189205624366217
953,25.189366872387602
954,25.18926091691015
955,25.189422954219026
956,25.189317908937245
957,25.189499525495194
958,25.18937448599945
959,25.189555782758124
960,25.18943136910093
961,25.189612351561443
962,25.189488291824546
963,25.189669064405965
964,25.189545232808094
965,25.189725867455547
966,25.18960220257963
967,25.189782739894554
968,25.189659211125452
969,25.18983967290705
970,25.189716264621218
971,25.189896662614945
972,25.189773366528474
973,25.18995370733888
974,25.189830518771476
975,25.190010806416016
976,25.189887722472122
977,25.1900679596722
978,25.189944978347743
979,25.19012516716635
980,25.19000228691788
981,25.190182429073964
982,25.190060398480444
983,25.190244718670336
984,25.19011814724694
985,25.190301983065627
986,25.190176088309045
987,25.190359306403472
988,25.190234087689298
989,25.19041669216063
990,25.190292127933617
991,25.19047414378929
992,25.190350207082922
993,25.190531662271503
994,25.190408325958515
995,25.190589247821666
996,25.190466485829578
997,25.19064690043001
998,25.190524687957353
999,25.19070462001423
1000,25.190582933514868
1001,25.19076240647063
1002,25.19064122359578
1003,25.190820259694195
1004,25.19069955922737
1005,25.190878151627658
1006,25.190756577137115
1007,25.19093544497833
1008,25.190814058525806
1009,25.190992592031314
1010,25.19087155709689
1011,25.191049802799633
1012,25.190929119321947
1013,25.191107075669834
1014,25.190986735633714
1015,25.191164410929105
1016,25.19104440380056
1017,25.19122180914723
1018,25.191102123623068
1019,25.191279270803527
1020,25.19115989551871
1021,25.191336796259986
1022,25.191217720106124
1023,25.19139438579441
1024,25.191275598071336
1025,25.191452039638992
1026,25.191333530112388
1027,25.191509757999036
1028,25.19139151692275
1029,25.191567541066664
1030,25.191449559180228
1031,25.191625389027422
1032,25.19150765754329
1033,25.19168330206343
1034,25.19156581265155
1035,25.19174128035639
1036,25.191624025122564
1037,25.191799324088834
1038,25.19168229555612
1039,25.191857433443836
1040,25.191740624532493
1041,25.19191560860644
1042,25.191799012615085
1043,25.19197384976428
1044,25.191857460349645
1045,25.192032227344956
1046,25.19191491408991
1047,25.192089921745254
1048,25.191972700968783
1049,25.192147709634803
1050,25.192030548115554
1051,25.192205569430833
1052,25.192088456659576
1053,25.192263494924884
1054,25.19214642801716
1055,25.19232148431547
1056,25.192204463303597
1057,25.192379537176514
1058,25.192262563314678
1059,25.19243765355714
1060,25.192320728629966
1061,25.19249583368719
1062,25.192378959702637
1063,25.19255407786931
1064,25.192437256911262
1065,25.192612386435478
1066,25.192495620594176
1067,25.192670759727207
1068,25.192554051064008
1069,25.192729198088266
1070,25.192612548619536
1071,25.192787701862244
1072,25.192671113548833
1073,25.19284627138927
1074,25.192729746134784
1075,25.192904907006557
1076,25.192788446654948
1077,25.19296360904991
1078,25.192847215384752
1079,25.193022377849054
1080,25.192906052595383
1081,25.19308121373433
1082,25.192964958558612
1083,25.19314011703137
1084,25.193023933543593
1085,25.19319908806552
1086,25.193082977820495
1087,25.193258127157826
1088,25.193142091657585
1089,25.193317234629834
1090,25.193201275322735
1091,25.19337641079983
1092,25.193260529084903
1093,25.193435655985688
1094,25.193319853213556
1095,25.193494970503252
1096,25.193379247976964
1097,25.193554354667867
1098,25.19343871364482
1099,25.193613808793316
1100,25.19349825048767
1101,25.193673333193594
1102,25.193557858776774
1103,25.193732976599676
1104,25.193617689205894
1105,25.193792609969478
1106,25.193677348279607
1107,25.19385217112744
1108,25.193736751573624
1109,25.19391184668326
1110,25.193796217191675
1111,25.193971600713432
1112,25.193855755793937
1113,25.19403142418469
1114,25.193915371869696
1115,25.194091314641348
1116,25.193975067495103
1117,25.194151271617777
1118,25.194034843657846
1119,25.194211295326806
1120,25.19409470081814
1121,25.194271386231094
1122,25.194154639180404
1123,25.194331544878203
1124,25.19421465882464
1125,25.194391771841985
1126,25.194274759771808
1127,25.19445235122499
1128,25.194336510156976
1129,25.194512593111313
1130,25.194396326864307
1131,25.19457298337192
1132,25.194456814562045
1133,25.194650411748402
1134,25.194517697153742
1135,25.19471104975446
1136,25.194578896835544
1137,25.194772036780478
1138,25.19464016132269
1139,25.194833180535632
1140,25.194701475552613
1141,25.19489442813118
1142,25.194762851262116
1143,25.194955763023017
1144,25.194824297527923
1145,25.195017179707747
1146,25.194885819346386
1147,25.195078676421183
1148,25.194947419274275
1149,25.195140252751585
1150,25.195009098635413
1151,25.195202210315976
1152,25.19507073234332
1153,25.195263260783353
1154,25.19513160358702
1155,25.19532444633569
1156,25.195192555675707
1157,25.195385720618106
1158,25.195253588955428
1159,25.19544706979036
1160,25.195314705690635
1161,25.19550849000712
1162,25.195375907443356
1163,25.195569980183564
1164,25.195437140399
1165,25.195631305522046
1166,25.19549824423257
1167,25.195692706232425
1168,25.19555944824969
1169,25.19575418098202
1170,25.19562074367969
1171,25.195815729292683
1172,25.195682128134187
1173,25.195877351478895
1174,25.19574360089496
1175,25.19593904810631
1176,25.195805161715953
1177,25.196000819796144
1178,25.195866810505095
1179,25.196062667165286
1180,25.195928547228043
1181,25.19612459082055
1182,25.195990371882317
1183,25.19618659639537
1184,25.196052115204793
1185,25.19624853543063
1186,25.19611393569153
1187,25.196310563652105
1188,25.196175842139155
1189,25.196372671882052
1190,25.196237836705222
1191,25.19643485838447
1192,25.196299920190302
1193,25.19649712314935
1194,25.196362092997777
1195,25.196559466612833
1196,25.196424355366837
1197,25.196621889328753
1198,25.196486707458238
1199,25.196684391869443
1200,25.196549149394286
1201,25.1967469748049
1202,25.196611681282093
1203,25.196809638692688
1204,25.196674303223052
1205,25.196872384075505
1206,25.196737015320416
1207,25.196935211485886
1208,25.19679981768195
1209,25.196998121444953
1210,25.196862710422693
1211,25.197061114464077
1212,25.196925693665435
1213,25.197124191045535
1214,25.19698876754319
1215,25.19718735168499
1216,25.197051932197613
1217,25.197250596870163
1218,25.197115187779904
1219,25.19731392708195
1220,25.19717853445058
1221,25.19737734279647
1222,25.197241972380887
1223,25.197440844483708
1224,25.19730550174996
1225,25.19750443260886
1226,25.197369122747894
1227,25.197568107631696
1228,25.1974328355725
1229,25.197631870008536
1230,25.197496640430465
1231,25.197695720191398
1232,25.197560537537584
1233,25.197759658628456
1234,25.197624527117114
1235,25.19782368576489
1236,25.19768860940075
1237,25.197887802042032
1238,25.19775278462771
1239,25.19795200789918
1240,25.197817053045128
1241,25.198016473151714
1242,25.19788230163636
1243,25.19808089288768
1244,25.197946559830147
1245,25.19814545918279
1246,25.198010911373338
1247,25.19821012711327
1248,25.19807536221947
1249,25.19827525324172
1250,25.19814042171107
1251,25.198340128975133
1252,25.198204911435372
1253,25.198405135201483
1254,25.19826950397964
1255,25.19847023554076
1256,25.19833420424333
1257,25.198535421760656
1258,25.19839914559748
1259,25.19860629156119
1260,25.19845969987228
1261,25.198637402552094
1262,25.198482850714527
1263,25.198661189255283
1264,25.198505559780635
1265,25.198684665254632
1266,25.198527960093326
1267,25.198708111306352
1268,25.198550354853978
1269,25.198731548820888
1270,25.198572764128812
1271,25.198754985307012
1272,25.198595193083968
1273,25.198778423355638
1274,25.19861764311236
1275,25.198801863929923
1276,25.19864011455047
1277,25.19882530747236
1278,25.19866260742196
1279,25.198848754256915
1280,25.198685121655906
1281,25.19887220450322
1282,25.19870805372102
1283,25.198907172836236
1284,25.198730770588554
1285,25.198930345626415
1286,25.19875390072525
1287,25.19895362989768
1288,25.198777087780403
1289,25.198976940681177
1290,25.198800292437447
1291,25.199000265157565
1292,25.19882356458311
1293,25.1990339251031
1294,25.198846923064828
1295,25.199056995171077
1296,25.1988706070099
1297,25.199080182135276
1298,25.198894064381413
1299,25.199102959144966
1300,25.198917288834075
1301,25.199125754668096
1302,25.198940526432807
1303,25.199148564692667
1304,25.198963769563537
1305,25.19917138716028
1306,25.198987017058244
1307,25.199194221766685
1308,25.199010269156137
1309,25.199217068748112
1310,25.199033526327412
1311,25.19923992841267
1312,25.19905678900523
1313,25.199262801014584
1314,25.199080057542453
1315,25.199285686736864
1316,25.19910333222174
1317,25.199308585707744
1318,25.19912661327521
1319,25.199331498012718
1320,25.199149900896145
1321,25.199354423709565
1322,25.199173195254836
1323,25.199377362837602
1324,25.199196496502736
1325,25.199400315422956
1326,25.199219804781023
1327,25.199423281485
1328,25.19924312022181
1329,25.199446261036876
1330,25.199266442951277
1331,25.199469254089536
1332,25.199289773092012
1333,25.19949226065137
1334,25.199313110762898
1335,25.199515280732157
1336,25.19933645608034
1337,25.19953831433645
1338,25.19935980915897
1339,25.19956136147379
1340,25.199383170111325
1341,25.199584422150785
1342,25.199406539048827
1343,25.199607496375855
1344,25.199429916080128
1345,25.1996305841567
1346,25.19945330131349
1347,25.199653685501517
1348,25.199476694855328
1349,25.19967680041942
1350,25.199500096811327
1351,25.199699928919465
1352,25.199523507284532
1353,25.199723071011707
1354,25.199546926377714
1355,25.19974622670498
1356,25.199570354192467
1357,25.199769396010645
1358,25.19959379082798
1359,25.19979257893806
1360,25.199617236382885
1361,25.19981577676186
