theta,mu
6.556556556556557,0.0010488623251575797
11.711711711711713,0.0025553462956823285
11.761761761761763,0.002670754854896431
12.362362362362363,0.012796430540716417
18.26826826826827,0.005992225544097226
18.31831831831832,0.002364165283446802
18.41841841841842,0.005663492921695332
18.56856856856857,0.0053181428162515755
18.61861861861862,0.004713448076153144
18.66866866866867,0.007009107216245141
18.81881881881882,0.007897887142921325
18.91891891891892,0.005842138541151356
18.96896896896897,0.005090953778276219
19.41941941941942,0.005028319982464266
19.46946946946947,0.0061536887068023025
19.51951951951952,0.0044042441574168945
19.56956956956957,0.006181803686521898
19.66966966966967,0.007664004377375037
19.71971971971972,0.006417094012982783
20.02002002002002,0.00018618406989785843
26.426426426426428,0.0007426317724266053
26.526526526526528,0.0028183080422669172
26.626626626626628,0.007633052860018671
26.676676676676678,0.0019068463683253767
26.726726726726728,0.0022416118372280947
26.776776776776778,0.010953244522285993
26.826826826826828,0.010623436293531411
26.876876876876878,0.012048478253370123
26.976976976976978,0.006673504320113641
27.027027027027028,0.005474371604290726
27.077077077077078,0.014114599003288103
27.177177177177178,0.009738612391956508
27.227227227227228,0.007860423967449145
27.32732732732733,0.016741023267245355
27.37737737737738,0.007726719439591009
27.42742742742743,0.014509588879825765
27.47747747747748,0.016472729797609467
27.52752752752753,0.007216538818850012
27.62762762762763,0.008126005027506902
27.67767767767768,0.011585655402958021
27.72772772772773,0.009638114503348779
27.77777777777778,0.008150821219722543
27.82782782782783,0.006995271169080596
27.87787787787788,0.0043688464280419404
28.02802802802803,0.010535250398779795
28.07807807807808,0.005031870891787694
28.12812812812813,0.0003655144015387094
28.17817817817818,0.0024809311197298836
28.27827827827828,0.0029662203412814717
36.83683683683684,0.0018986659702693856
36.93693693693694,0.010183510602625004
36.98698698698699,0.009240186196714838
37.03703703703704,0.017803401410334343
37.08708708708709,0.00887931318621266
37.13713713713714,0.02026346529244325
37.18718718718719,0.0213621986824077
37.23723723723724,0.021959077179916933
37.28728728728729,0.012584873249089041
37.33733733733734,0.01783791066077699
37.38738738738739,0.023134802357486654
37.43743743743744,0.021650155875124373
37.48748748748749,0.019125672290856516
37.53753753753754,0.02845453208903993
37.58758758758759,0.01786331490339873
37.63763763763764,0.013227936724343711
37.68768768768769,0.0125710538507617
37.73773773773774,0.012048314217758012
37.78778778778779,0.016501080892212933
37.83783783783784,0.020065112588288116
37.88788788788789,0.01712493933675434
37.93793793793794,0.009401840875183285
37.98798798798799,0.009091082962016056
49.94994994994995,0.013925131254144874
50.0,0.2930639106782395
